"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"977","Igf2r",1.02485294608718e-200,-0.26149077092659,0.291,0.602,2.26246536378206e-196
"978","Dcp2",1.37210022087535e-200,0.713237991165873,0.38,0.227,3.02904844760442e-196
"979","Cd302",1.47499074552211e-200,0.385536667017072,0.753,0.86,3.25618956981462e-196
"980","Dnm1",1.64347942805691e-200,-0.25645565704713,0.069,0.32,3.62814518537843e-196
"981","Fam76a",1.88815355001539e-200,0.386969935094849,0.384,0.421,4.16828777701399e-196
"982","Atxn2",2.55506636645834e-200,-0.281834203648335,0.3,0.621,5.64056451059342e-196
"983","Slc25a33",2.69925869609738e-200,0.836607629987759,0.366,0.209,5.95888349750458e-196
"984","Eprs",3.87044449547885e-200,0.850547793691553,0.739,0.871,8.54439326821912e-196
"985","D8Ertd738e",4.08504896181573e-200,0.281494028238256,0.724,0.859,9.0181540881044e-196
"986","Gclm",5.21095577411326e-200,0.452990011343296,0.563,0.635,1.15037059669324e-195
"987","Gsk3b",6.66765692817475e-200,0.2661837888699,0.442,0.567,1.47195194346386e-195
"988","Ppp3ca",6.71836528755654e-200,0.288520033327248,0.442,0.565,1.48314632088098e-195
"989","Tnks",8.88583878026481e-200,0.467873823983343,0.398,0.383,1.96163776913126e-195
"990","Magoh",1.20777197673659e-199,0.315130728359828,0.65,0.785,2.6662774158437e-195
"991","Prkg1",1.90982796457099e-199,0.395981097924604,0.484,0.547,4.21613621458692e-195
"992","Sh3bgrl3",1.97332897284295e-199,-0.401352400054806,0.477,0.825,4.35632104044811e-195
"993","Tmed9",2.53632444882941e-199,-0.443017769930555,0.608,0.924,5.59918985323581e-195
"994","Tax1bp1",2.93758928491729e-199,0.464036924759099,0.835,0.908,6.48502210538341e-195
"995","1200007C13Rik",3.07020248050626e-199,0.995918559108349,0.334,0.079,6.77777899596562e-195
"996","Ctnna1",7.34206032227611e-199,0.353407871252581,0.726,0.839,1.62083323674567e-194
"997","Ahnak",7.99571385573211e-199,-0.760339645910498,0.852,0.98,1.76513379079142e-194
"998","Ifi27",1.14469320959878e-198,0.582437906092861,0.862,0.895,2.52702472951026e-194
"999","Ier2",2.6975280032703e-198,0.797903965182954,0.821,0.787,5.95506282001951e-194
"1000","Rras",3.45164595433422e-198,-0.2793069050722,0.379,0.705,7.61985360878823e-194
"1001","Fkbp4",9.65064840565517e-198,0.303079738743728,0.392,0.486,2.13047714203244e-193
"1002","S100a13",9.74167979396888e-198,0.258710531596559,0.593,0.761,2.15057323131657e-193
"1003","Slc6a6",9.9502448456784e-198,-0.557871002031376,0.533,0.874,2.19661605213196e-193
"1004","Zyx",1.4656109980222e-197,-0.252385083570017,0.291,0.598,3.23548283923381e-193
"1005","Cped1",1.60636363686091e-197,0.41108752070557,0.781,0.867,3.54620836473415e-193
"1006","Pdia6",2.79534739196466e-197,-0.499283100411188,0.613,0.924,6.17100890250119e-193
"1007","Taf15",2.86616474903609e-197,0.475788865066326,0.571,0.621,6.32734529997208e-193
"1008","Twist1",3.46944195944353e-197,-0.271346088119379,0.353,0.682,7.65914006966754e-193
"1009","Rap2a",4.46289754634053e-197,0.732287118093753,0.384,0.314,9.85229262330135e-193
"1010","Hnrnpdl",5.67638911728606e-197,0.272551810952465,0.649,0.791,1.25311966153207e-192
"1011","Ndfip1",6.09157678388097e-197,0.564846322852171,0.887,0.939,1.34477649080956e-192
"1012","Arhgap31",6.84448711228997e-197,0.651571959023627,0.428,0.341,1.51098897490913e-192
"1013","Stard13",8.65316465778707e-197,0.722390202854297,0.409,0.295,1.91027262985307e-192
"1014","Cdh11",9.30289667332857e-197,0.38294908642002,0.747,0.853,2.05370746960402e-192
"1015","Lmo4",9.49104476349422e-197,0.489813375745662,0.773,0.855,2.09524304198898e-192
"1016","Pdia3",9.94632847059469e-197,-0.589729657401809,0.808,0.981,2.19575147316848e-192
"1017","Inhba",2.24320135935364e-196,-0.663371754432919,0.085,0.37,4.9520913209091e-192
"1018","Gucy1b1",2.67547892318162e-196,0.763736877205533,0.299,0.055,5.90638727081575e-192
"1019","Emp3",3.07434880422496e-196,-0.57477753531885,0.811,0.982,6.78693242020703e-192
"1020","Tor3a",3.2906461365798e-196,0.568542171873397,0.336,0.248,7.26443041111357e-192
"1021","Ube2e3",4.42770202843502e-196,0.304409534308659,0.345,0.415,9.77459499797316e-192
"1022","Cdkn1a",5.5484403529205e-196,1.04223375379727,0.854,0.777,1.22487369231073e-191
"1023","Tpi1",6.30762545023999e-196,0.332335368679019,0.571,0.706,1.39247139439498e-191
"1024","Irf2bp2",7.57882335455879e-196,-0.536952863735823,0.466,0.821,1.6731010437524e-191
"1025","Ddah1",1.4664708760878e-195,-0.288796854631937,0.02,0.229,3.23738110605143e-191
"1026","Vcl",2.02185071843221e-195,0.287330154239337,0.555,0.693,4.46343764601096e-191
"1027","Tbrg1",2.49487788827962e-195,-0.251788879210045,0.566,0.878,5.5076924261661e-191
"1028","Ghitm",3.12161169912489e-195,0.259555745267261,0.544,0.68,6.8912699869881e-191
"1029","Gm973",3.84056747197903e-195,-0.26617423698413,0.132,0.407,8.47843675114092e-191
"1030","Clk3",6.1609231411223e-195,0.255898087519691,0.318,0.393,1.36008539263416e-190
"1031","Sptlc2",7.34773521104157e-195,0.488435256810528,0.39,0.36,1.62208602518954e-190
"1032","Senp2",1.05786976943858e-194,0.310559574739898,0.396,0.517,2.33535330301261e-190
"1033","Nfil3",1.5014478535921e-194,0.810459255009338,0.419,0.216,3.31459628158992e-190
"1034","Lamc1",2.8813815811295e-194,0.348074344179571,0.44,0.498,6.36093797850149e-190
"1035","Ncs1",3.03449884914942e-194,-0.359160366290569,0.204,0.523,6.69895965938226e-190
"1036","Fst",4.23859216404946e-194,-0.732826204027075,0.358,0.721,9.3571160613556e-190
"1037","Ptx4",5.02550717368823e-194,-0.25678489276488,0.002,0.161,1.10943096366341e-189
"1038","Rgs2",6.81000042406096e-194,1.26122620522787,0.451,0.22,1.5033756936157e-189
"1039","Psip1",7.29618030452392e-194,0.427421648691806,0.453,0.476,1.6107047640267e-189
"1040","S100a1",7.49762027482516e-194,0.398299550257768,0.399,0.438,1.6551746518704e-189
"1041","Abracl",1.52838510574751e-193,0.488120200814059,0.433,0.589,3.37406295944819e-189
"1042","Rbmxl1",1.9199399330106e-193,0.261933494800108,0.337,0.397,4.2384593961142e-189
"1043","Raly",2.2196449807546e-193,0.300274242284496,0.629,0.759,4.90008825951386e-189
"1044","Lgals9",3.12255351634386e-193,0.668777966711112,0.361,0.222,6.8933491426807e-189
"1045","Tmx3",3.91125892440728e-193,0.320292400873192,0.353,0.428,8.63449520152152e-189
"1046","Dancr",5.44894092270997e-193,-0.270494542842241,0.217,0.512,1.20290819809745e-188
"1047","Sema3a",5.62033234372298e-193,-0.300586020599398,0.006,0.175,1.24074456820029e-188
"1048","Tkt",1.09319998847685e-192,0.266522478834173,0.365,0.451,2.4133482945615e-188
"1049","Slc25a3",1.1373723233006e-192,0.634782116542416,0.909,0.934,2.51086314091839e-188
"1050","Snu13",1.14956577322589e-192,0.603108830305407,0.877,0.887,2.53778140097347e-188
"1051","Pde4d",2.35777179332562e-192,0.697853891760044,0.36,0.21,5.20501701094565e-188
"1052","Ccl11",2.45825268704065e-192,3.41736808296424,0.22,0.002,5.42683863191093e-188
"1053","Arntl",2.99204863161989e-192,-0.439866492591749,0.122,0.42,6.60524655916407e-188
"1054","Cmpk2",4.33353879428065e-192,0.810744002546478,0.257,0.02,9.56672024225397e-188
"1055","Snhg4",4.58227781972373e-192,-0.324961784646001,0.103,0.38,1.01158365148221e-187
"1056","Tlk2",5.5488753407938e-192,0.262444800901608,0.314,0.397,1.22496972023364e-187
"1057","Tsc22d3",6.10046095056123e-192,-0.512708588292957,0.226,0.565,1.3467377594459e-187
"1058","Enpep",6.7485808374046e-192,0.671656318929148,0.254,0.021,1.48981670566544e-187
"1059","Ptbp1",8.08904641246995e-192,0.336783258284017,0.678,0.794,1.78573788601687e-187
"1060","Tmsb4x",8.9036351914543e-192,0.921071418406973,0.988,0.981,1.96556650486545e-187
"1061","Pon2",9.45063648541128e-192,0.267859980374422,0.296,0.341,2.08632251051939e-187
"1062","Tmem47",1.7364648156653e-191,0.299239989314603,0.571,0.691,3.83341972706271e-187
"1063","Itpr1",2.91505874159372e-191,0.303557245298757,0.435,0.519,6.43528367794229e-187
"1064","Slc25a51",3.21135422808165e-191,0.26388089087058,0.278,0.331,7.08938559391305e-187
"1065","Bach1",4.41448273041771e-191,0.50720228641983,0.458,0.531,9.74541207567015e-187
"1066","Acbd3",5.26250252241117e-191,-0.328063265632434,0.516,0.845,1.16175005684749e-186
"1067","Ttll5",8.50087985138756e-191,-0.31737742953987,0.075,0.334,1.87665423599232e-186
"1068","Xdh",9.74551498395101e-191,0.895640351267389,0.361,0.124,2.15141988785703e-186
"1069","Nostrin",2.39002916275791e-190,0.789853590191963,0.282,0.046,5.27622837970436e-186
"1070","Gm15867",2.70924359738498e-190,-0.259377303934907,0.043,0.271,5.98092616558708e-186
"1071","Hat1",4.79717816665502e-190,0.404045391752717,0.371,0.346,1.05902505207076e-185
"1072","Atp11b",6.83651063143709e-190,0.298979664648532,0.31,0.368,1.50922808699605e-185
"1073","Egfl6",8.22223517140541e-190,-0.276656644709449,0.001,0.151,1.81514063643946e-185
"1074","Plxdc2",8.72264152224995e-190,-0.35391217752393,0.302,0.632,1.9256103424519e-185
"1075","Gcc1",1.55817634974762e-189,0.722305189521905,0.386,0.238,3.43983010970285e-185
"1076","Sumo1",1.80610933285281e-189,0.318883884466602,0.73,0.837,3.98716696320586e-185
"1077","Rab8b",2.36978483484016e-189,0.421279858759891,0.496,0.561,5.23153700139314e-185
"1078","March7",4.55131680704247e-189,0.250939070005978,0.336,0.42,1.0047486983227e-184
"1079","Cnot6",6.27550566020197e-189,0.336445888950357,0.35,0.389,1.38538062954619e-184
"1080","Fas",7.4979536713595e-189,0.789651982013538,0.442,0.305,1.65524825248932e-184
"1081","Btbd1",8.954211008967e-189,0.254465008445483,0.339,0.429,1.97673162233955e-184
"1082","Plekhg3",1.04865839400194e-188,-0.308874154051117,0.098,0.362,2.31501827059867e-184
"1083","Irf2",1.2438977545845e-188,0.642353696738273,0.4,0.301,2.74602868302075e-184
"1084","Nfat5",1.31047460774521e-188,-0.264405210294395,0.471,0.789,2.89300374405833e-184
"1085","Usp37",5.36966667532685e-188,0.622558705375793,0.35,0.236,1.18540761524516e-183
"1086","Clasp2",7.55665537553231e-188,0.585279362377221,0.358,0.268,1.66820724070251e-183
"1087","Cxcl16",1.13191967966416e-187,0.618862633139447,0.492,0.44,2.4988258848266e-183
"1088","Ubr4",1.16127129968983e-187,0.255878082705792,0.403,0.503,2.56362252119526e-183
"1089","Cdo1",1.1668999175351e-187,-0.82575497808662,0.192,0.525,2.57604825795049e-183
"1090","Maged1",1.26154216874728e-187,-0.452320661662958,0.633,0.931,2.7849804917265e-183
"1091","Map2k4",3.62304791663802e-187,0.309694066250724,0.335,0.384,7.9982405807701e-183
"1092","Ncald",5.09027703088412e-187,0.724123494741569,0.263,0.027,1.12372955733798e-182
"1093","Ldlrap1",5.107949804303e-187,-0.271904204220794,0.097,0.35,1.12763099879793e-182
"1094","Pdzrn3",5.16492452441954e-187,0.584820810975806,0.371,0.297,1.14020873801086e-182
"1095","Calml4",6.77994185011329e-187,0.578223086559771,0.37,0.266,1.49673996283101e-182
"1096","Serpinb6a",1.00681949591707e-186,0.436803334678721,0.737,0.847,2.22265471918652e-182
"1097","Acap2",1.52219801956405e-186,0.347429979167124,0.402,0.465,3.3604043479896e-182
"1098","Pappa2",1.64106983908218e-186,1.12808114457298,0.395,0.198,3.62282577675783e-182
"1099","Pdgfrb",1.80063808924415e-186,0.638307541712339,0.665,0.679,3.97508864581539e-182
"1100","Tjp1",2.03839581272839e-186,0.317151102118132,0.375,0.425,4.4999625961792e-182
"1101","Ythdc1",2.87740764407695e-186,0.319442451700114,0.658,0.794,6.35216511506428e-182
"1102","Kazn",2.98617785054619e-186,0.654192382771875,0.389,0.284,6.59228622286577e-182
"1103","Ifitm1",5.75063962189306e-186,0.926460370647203,0.328,0.08,1.26951120292911e-181
"1104","Gask1b",8.26922242352383e-186,-0.324049836317488,0.163,0.45,1.82551354221712e-181
"1105","Rnd1",8.78608221234368e-186,-0.273177649214971,0.041,0.257,1.93961550919699e-181
"1106","Klf5",1.07266578652947e-185,0.910261311287224,0.431,0.227,2.36801699034246e-181
"1107","Kctd12",1.22896434879514e-185,0.927134712437698,0.448,0.266,2.71306169640014e-181
"1108","Tnfsf12",2.03136620815993e-185,0.345758593090726,0.412,0.448,4.48444404113387e-181
"1109","Stx7",3.00367140669944e-185,0.275798702788861,0.334,0.386,6.63090499742969e-181
"1110","Stx6",4.12833279743491e-185,0.397220537826119,0.41,0.447,9.11370748361731e-181
"1111","Tagln",4.64282926681894e-185,-0.681822251220744,0.201,0.536,1.02495098894295e-180
"1112","Lacc1",5.31364388176048e-185,0.789204524446544,0.275,0.042,1.17304002333744e-180
"1113","Snx10",6.02258671971009e-185,0.706109252095658,0.304,0.085,1.3295462442432e-180
"1114","Dysf",8.07788180074091e-185,-0.264724513308467,0.029,0.239,1.78327318633156e-180
"1115","Bsg",8.56811819294397e-185,-0.548618041575102,0.898,0.987,1.89149777227431e-180
"1116","Scara5",1.5310382696078e-184,-0.556085844606606,0.131,0.438,3.37992008398618e-180
"1117","Ahi1",2.04927796449758e-184,0.290464234304596,0.283,0.341,4.52398603442486e-180
"1118","Azi2",3.87405854776122e-184,0.388314969955473,0.35,0.367,8.55237165003767e-180
"1119","Sema3b",6.08732251698638e-184,-0.254353522001103,0.011,0.192,1.34383731884991e-179
"1120","Ccdc25",9.68104460690218e-184,0.336659098468861,0.342,0.385,2.13718740741972e-179
"1121","Spin1",1.71051039022346e-183,0.321433272486384,0.337,0.366,3.77612273745732e-179
"1122","Epc2",3.33991028716789e-183,0.279565752968559,0.356,0.42,7.37318594995182e-179
"1123","Gls",4.72846345467855e-183,0.363427304933289,0.677,0.811,1.04385559225484e-178
"1124","Sulf1",7.35860508358756e-183,0.458317884208544,0.583,0.646,1.62448565825279e-178
"1125","Map3k8",7.38915534092003e-183,0.77931331075707,0.424,0.246,1.63122993306151e-178
"1126","Snrpb",1.18492078468921e-182,0.442973196572424,0.865,0.919,2.6158311242799e-178
"1127","Tsku",1.20601704293649e-182,-0.294475838181268,0.084,0.341,2.66240322398659e-178
"1128","Ilrun",1.89712347372095e-182,0.328691961852972,0.506,0.598,4.18808978058636e-178
"1129","Cxcl14",4.15428253030362e-182,-0.582501782359731,0.012,0.194,9.17099411389827e-178
"1130","Col4a3bp",4.58872410846999e-182,-0.293078212759308,0.198,0.486,1.01300673418584e-177
"1131","Rab13",4.8315430986974e-182,0.421929192785767,0.336,0.318,1.06661145446844e-177
"1132","Il17ra",6.76964030803426e-182,0.758503675364838,0.375,0.197,1.49446579440164e-177
"1133","Mxra8",1.04687762695488e-181,-0.489409652380177,0.586,0.899,2.3110870492656e-177
"1134","Bex3",1.18234187254408e-181,0.338171384078874,0.456,0.529,2.61013791782831e-177
"1135","Ywhae",2.05113753349846e-181,0.4390538027221,0.886,0.931,4.5280912189512e-177
"1136","Plekha4",3.82296451402467e-181,0.568281711320716,0.34,0.188,8.43957646116087e-177
"1137","Dbi",5.70044851224145e-181,0.618916563726651,0.72,0.78,1.25843101356242e-176
"1138","1700025G04Rik",8.6741823868328e-181,0.259430131699703,0.331,0.441,1.91491250371721e-176
"1139","Anxa3",2.58077626687938e-180,-0.59308600474102,0.234,0.573,5.69732168676291e-176
"1140","Hivep3",4.26666580399737e-180,-0.516847487486146,0.243,0.579,9.4190914289046e-176
"1141","U2af1",4.40329550121198e-180,0.414863553735662,0.758,0.831,9.72071514847557e-176
"1142","Zbp1",5.40269648262348e-180,0.696386309220004,0.249,0.023,1.19269927550396e-175
"1143","Dll1",5.94802185574325e-180,0.889546396352948,0.225,0.008,1.31308530487388e-175
"1144","Tnrc6b",7.41232928278618e-180,0.309443284264265,0.348,0.427,1.63634581246788e-175
"1145","Il6",1.13718311620424e-179,1.71470699857137,0.321,0.064,2.51044544733247e-175
"1146","Nfkb1",1.28632670930041e-179,0.868179784981373,0.733,0.723,2.83969484345158e-175
"1147","Srrt",2.78048449991234e-179,0.274534512340963,0.39,0.459,6.13819758200648e-175
"1148","Tex15",3.81005450006636e-179,-0.2883832611687,0.047,0.271,8.4110763143465e-175
"1149","Arid5a",4.69818117785087e-179,0.539385231720711,0.415,0.34,1.03717047682236e-174
"1150","Jcad",5.90930865569397e-179,-0.252024150880483,0.217,0.499,1.304538978831e-174
"1151","Cfl1",7.61395442755977e-179,0.540523521663127,0.916,0.947,1.68085657942809e-174
"1152","Cd248",8.23459689182482e-179,-0.258395539989465,0.109,0.362,1.81786960983925e-174
"1153","Syne2",1.36092885271312e-178,0.737687911199711,0.399,0.209,3.00438653524947e-174
"1154","Ddit4",2.59664370696938e-178,0.987476962547936,0.42,0.27,5.7323506475056e-174
"1155","Map1b",2.81565407033796e-178,0.822177241280282,0.586,0.625,6.21583792567807e-174
"1156","Mn1",3.18310885094537e-178,-0.256574883245727,0.095,0.337,7.02703109934699e-174
"1157","Rfk",9.77031417526842e-178,0.2752337994278,0.295,0.349,2.15689455733226e-173
"1158","Rbm4b",1.16322975551987e-177,0.386376941100676,0.273,0.236,2.56794600828566e-173
"1159","Tmem159",1.25574984494223e-177,0.316484519373119,0.263,0.295,2.77219335769447e-173
"1160","Ets1",1.43962517453109e-177,0.729067252538936,0.58,0.507,3.17811653529484e-173
"1161","Hmgn2",1.60478950803727e-177,0.378460050163636,0.593,0.673,3.54273331794307e-173
"1162","Csrp1",2.42340918975281e-177,0.988751693996652,0.558,0.522,5.3499181272983e-173
"1163","Cnmd",2.82037270650658e-177,-0.682899174739357,0,0.136,6.22625478688392e-173
"1164","Ntn4",2.9419739189112e-177,-0.265500221868455,0.153,0.42,6.49470162338836e-173
"1165","Rsad2",4.63367765730296e-177,1.3309780106258,0.234,0.014,1.0229306796262e-172
"1166","Rbm27",5.64164102666543e-177,0.273078867623662,0.432,0.543,1.24544867304666e-172
"1167","Cycs",7.72885947713588e-177,0.430319286515551,0.706,0.807,1.70622301817252e-172
"1168","Bcl10",1.09351782821444e-176,0.311095877010323,0.508,0.595,2.4140499575662e-172
"1169","Phldb2",1.16818758960206e-176,-0.487102356912081,0.319,0.656,2.57889092280551e-172
"1170","Gsta4",6.20802520502346e-176,-0.943755866838185,0.398,0.735,1.37048364426098e-171
"1171","Ptges3",1.83884573862226e-175,0.444766426302535,0.87,0.915,4.0594358525825e-171
"1172","Larp7",2.28866999402057e-175,0.288236039556571,0.346,0.408,5.05246787879981e-171
"1173","Cmip",5.88811687616779e-175,0.362070530269426,0.479,0.55,1.2998606815828e-170
"1174","Ak3",1.02449265077807e-174,0.390140306997413,0.346,0.336,2.26166997585767e-170
"1175","H3f3a",1.4633552757169e-174,0.567012742821014,0.983,0.99,3.23050310667263e-170
"1176","Cers6",1.56870192857317e-174,0.409306086827786,0.29,0.27,3.46306637751814e-170
"1177","Actn4",2.50624295101084e-174,-0.48768666507168,0.567,0.88,5.53278193865154e-170
"1178","Tut4",3.63825887879912e-174,0.535374655408116,0.381,0.346,8.03182030083695e-170
"1179","Nuak1",4.00234687047216e-174,-0.27660493472807,0.035,0.238,8.83558095125434e-170
"1180","Desi1",5.7953496135774e-174,0.270384231977337,0.258,0.283,1.27938138069335e-169
"1181","Hist1h2bc",8.16365684782011e-174,-0.310729553906937,0.16,0.437,1.80220888572477e-169
"1182","Gm4841",1.25602311518672e-173,0.968043880581581,0.221,0.009,2.77279662908619e-169
"1183","Higd1a",1.31152319154188e-173,0.68092338179952,0.669,0.79,2.89531859764785e-169
"1184","Lima1",2.03923437457014e-173,0.419722815195186,0.737,0.862,4.50181380530104e-169
"1185","Rab2a",2.52318980205105e-173,-0.395587016597007,0.656,0.936,5.5701938070079e-169
"1186","Odc1",4.15956073162408e-173,1.15690269431892,0.886,0.938,9.18264627113331e-169
"1187","Pdxk",6.50145942748123e-173,-0.311726699293312,0.172,0.453,1.43526218321076e-168
"1188","Ybx3",4.5440570855543e-172,0.436388806075229,0.835,0.91,1.00314604220697e-167
"1189","Sipa1l2",1.40286218051902e-171,0.509049848296862,0.348,0.28,3.09695854971379e-167
"1190","Map4k4",1.51169826304632e-171,0.280670548342633,0.531,0.654,3.33722508550105e-167
"1191","Dact1",3.15890734315297e-171,0.929384451595377,0.413,0.243,6.97360385074449e-167
"1192","Atp6v0e",3.88572481108875e-171,-0.368357748475245,0.608,0.905,8.57812609295952e-167
"1193","Baiap2",7.51847109104591e-171,-0.608632866478053,0.256,0.589,1.6597776780593e-166
"1194","Olfml2b",8.71578205683427e-171,0.595606457388514,0.391,0.336,1.92409604686673e-166
"1195","Dennd2a",1.46203606026203e-170,0.590542854686026,0.329,0.207,3.22759080663445e-166
"1196","Mylk",6.64233717919241e-170,0.28826345712785,0.523,0.684,1.46636235567852e-165
"1197","Acsl3",6.88937217411469e-170,0.580890489313865,0.57,0.569,1.52089780115756e-165
"1198","Slc26a7",7.43997207526194e-170,-0.349482036702136,0.28,0.587,1.64244823533483e-165
"1199","Msl3",1.12137808180446e-169,0.258394817112885,0.23,0.323,2.47555425339152e-165
"1200","Pnrc1",1.45837549070178e-169,0.702219304276605,0.783,0.776,3.21950973327326e-165
"1201","Mast4",1.7603683875429e-169,-0.252823867199672,0.307,0.598,3.88618925233971e-165
"1202","Adamts5",2.76570192367407e-169,-0.360693667082531,0.077,0.313,6.10556356670288e-165
"1203","Ube4b",3.13863831149806e-169,0.296411462608209,0.279,0.321,6.92885793646311e-165
"1204","Slbp",4.28144877660741e-169,0.406499050743175,0.395,0.394,9.45172631923852e-165
"1205","Dach1",4.44947846529426e-169,0.599793525222106,0.202,0.006,9.82266865998361e-165
"1206","Ccdc80",4.50158295450475e-169,-0.410578093378087,0.63,0.918,9.93769453036469e-165
"1207","Cyba",4.6345921371869e-169,0.287128682455464,0.762,0.873,1.02313256020538e-164
"1208","Gch1",1.08947003012283e-168,0.728662731547148,0.534,0.504,2.40511403849917e-164
"1209","Mmp2",1.3224199432752e-168,-0.544349177690196,0.4,0.736,2.91937426677434e-164
"1210","Grem2",1.68780855121145e-168,-0.311604837691268,0.021,0.209,3.7260061576544e-164
"1211","Nid1",2.04290336311672e-168,0.281701458289069,0.448,0.595,4.50991346441648e-164
"1212","BC005561",3.8121814407467e-168,0.251604204851291,0.339,0.438,8.41577174859241e-164
"1213","Alas1",4.88469983725458e-168,0.509958610807356,0.357,0.314,1.07834633607232e-163
"1214","Tnfsf15",5.14443933148595e-168,-0.56165553615107,0.02,0.206,1.13568642681884e-163
"1215","Vmp1",5.88398643525647e-168,0.448207974005284,0.611,0.689,1.29894884544722e-163
"1216","Lipa",1.23795751421221e-167,0.497509301161373,0.401,0.402,2.73291500837487e-163
"1217","Spats2",1.78116212333834e-167,0.601253876953151,0.415,0.353,3.93209350348173e-163
"1218","Pgm2",1.99868205627284e-167,0.33993713795648,0.349,0.386,4.41229050742792e-163
"1219","Ier5",2.69716658228006e-167,0.766991620755061,0.944,0.915,5.95426494704146e-163
"1220","Arl4d",3.09985530716389e-167,-0.540505345837814,0.177,0.482,6.84324057609501e-163
"1221","Mid1",3.16983310017732e-167,0.667127236044238,0.385,0.271,6.99772355195144e-163
"1222","Cgnl1",7.01251711261783e-167,-0.292894206961652,0.301,0.597,1.54808327778151e-162
"1223","Nme2",7.97372315722479e-167,-0.503851934376593,0.958,0.99,1.76027912418894e-162
"1224","Adamts2",8.41690690692388e-167,-0.353038093339943,0.226,0.523,1.85811636877252e-162
"1225","Brd2",8.49923070047948e-167,0.375298466927409,0.639,0.737,1.87629016943785e-162
"1226","Mapre1",1.65903907779755e-166,0.431477714693713,0.813,0.881,3.66249466814588e-162
"1227","Fzd4",1.90288277317391e-166,0.785853764553679,0.361,0.177,4.20080401005871e-162
"1228","Fhl2",2.10749431439821e-166,0.717443253785907,0.513,0.454,4.65250444846549e-162
"1229","Fhl1",2.43344178644148e-166,-0.308273934548677,0.229,0.523,5.37206608774822e-162
"1230","Nsmce1",3.14021165492053e-166,0.391871124980705,0.298,0.277,6.93233124940257e-162
"1231","Sec14l1",4.42611048806771e-166,0.415848249685435,0.379,0.396,9.77108151345827e-162
"1232","Bbx",5.66379510134674e-166,0.318214927441502,0.328,0.416,1.25033940657331e-161
"1233","Cd24a",1.65765328946748e-165,1.19790605299912,0.301,0.081,3.6594354018284e-161
"1234","Smoc2",5.68232936124455e-165,-0.549330166399363,0.043,0.263,1.25443102978835e-160
"1235","Socs3",8.3014860582672e-165,1.14218541600003,0.599,0.428,1.83263606222307e-160
"1236","Cxxc5",1.44119094177325e-164,0.621073101298463,0.328,0.213,3.18157312305863e-160
"1237","Herc6",1.51961624119429e-164,0.768967363246202,0.267,0.052,3.35470481406052e-160
"1238","Pfn1",2.56340706012664e-164,-0.488641182199642,0.78,0.973,5.65897742593558e-160
"1239","Ubtd2",3.5661989321109e-164,0.297457754301588,0.313,0.354,7.87274076252802e-160
"1240","Foxp1",4.33699864231817e-164,0.335412510001338,0.564,0.671,9.5743582027816e-160
"1241","6330403K07Rik",9.10119608558529e-164,0.717429033385637,0.391,0.203,2.00918004785381e-159
"1242","Ccnl1",1.58559143839682e-163,0.562598771174422,0.751,0.796,3.50035165940481e-159
"1243","Hnrnpc",1.91082521763712e-163,0.271274220548218,0.736,0.858,4.21833775045572e-159
"1244","Bzw2",2.12269551403923e-163,0.497162222838216,0.342,0.308,4.68606261679301e-159
"1245","Spry4",3.08798503655756e-163,0.473727514298103,0.322,0.241,6.81703576670446e-159
"1246","Tuba1b",3.75914683796988e-163,0.355433336898162,0.727,0.84,8.29869255950231e-159
"1247","Fdx1",4.37622822790995e-163,0.340113030098607,0.465,0.63,9.660961435934e-159
"1248","Pja1",4.96940702148396e-163,0.494597584583627,0.371,0.368,1.0970462940628e-158
"1249","Ccdc85b",5.92787290648053e-163,0.353149482827322,0.529,0.629,1.30863722283464e-158
"1250","Adgrl3",6.75012241736200e-163,0.589621426014097,0.234,0.039,1.49015702485683e-158
"1251","Lamb1",9.23810501294887e-163,0.658788584627023,0.289,0.094,2.03940406265859e-158
"1252","Ugcg",1.20405009691244e-162,0.537828603289466,0.537,0.517,2.6580609939439e-158
"1253","Dclk1",1.57818120776595e-162,-0.632722856831073,0.387,0.72,3.48399283426411e-158
"1254","Gapdh",1.7979314775352e-162,0.642710225474042,0.947,0.95,3.96911352980672e-158
"1255","Alcam",1.91705764443305e-162,-0.263632026909384,0.051,0.253,4.23209645585041e-158
"1256","Rasl11b",2.15575396554259e-162,-0.566898290428695,0.229,0.546,4.75904245433182e-158
"1257","Tnfrsf21",3.23575388812484e-162,0.699725693946275,0.216,0.021,7.1432502834244e-158
"1258","Dxo",3.31070730342075e-162,0.721081546873239,0.334,0.23,7.30871744303166e-158
"1259","Socs5",3.33568226966133e-162,-0.294823662921565,0.154,0.415,7.36385217850435e-158
"1260","Fam107b",3.43938410506772e-162,0.929085743613277,0.383,0.306,7.59278435034749e-158
"1261","Slc12a2",3.63830122537528e-162,0.611616395312893,0.588,0.61,8.03191378513846e-158
"1262","Ddx3x",5.1469836704944e-162,0.487497864510448,0.831,0.897,1.13624811509834e-157
"1263","Slc41a1",8.88103640956745e-162,0.332411968128812,0.626,0.719,1.96057759777611e-157
"1264","Lrp6",3.06565144942753e-161,-0.292046077588766,0.58,0.871,6.76773213975622e-157
"1265","Frmd6",4.64152837330091e-161,0.430904894318095,0.447,0.5,1.02466380368991e-156
